application_id,batch_id,authority_id,state,department,topic,language,channel,template_version,treatment,assigned_ra,randomization_stratum,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,evidence_url,screen_recording_url,due_date,filed_by,notes,source_row_id,office_name,tree_department,node_id,parent_id,level,tier,path,portal
TN-921,b2026q3_02,TN-f6d6323d8964cb88,Tamil Nadu,TAMIL NADU EYAL ISAI NATAKA MANRAM,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT | Sub Office",,,,,,,,,,,,,,TAMIL NADU EYAL ISAI NATAKA MANRAM,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT",f6d6323d8964cb88,0ce47a087925983c,3,Sub Office,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT > DIRECTORATE OF ART AND CULTURE > TAMIL NADU EYAL ISAI NATAKA MANRAM",rti_tamil_nadu
TN-922,b2026q3_02,TN-0135abab7ba5ab18,Tamil Nadu,TOURIST OFFICE COIMBATORE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT | Sub Office",,,,,,,,,,,,,,TOURIST OFFICE COIMBATORE,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT",0135abab7ba5ab18,a290cd4313348a3e,3,Sub Office,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT > DIRECTORATE OF TOURISM > TOURIST OFFICE COIMBATORE",rti_tamil_nadu
TN-923,b2026q3_02,TN-4c03836556ca8f3c,Tamil Nadu,TOURIST OFFICE KRISHNAGIRI,rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT | Sub Office",,,,,,,,,,,,,,TOURIST OFFICE KRISHNAGIRI,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT",4c03836556ca8f3c,a290cd4313348a3e,3,Sub Office,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT > DIRECTORATE OF TOURISM > TOURIST OFFICE KRISHNAGIRI",rti_tamil_nadu
TN-924,b2026q3_02,TN-b330f2671bbc727a,Tamil Nadu,TOURIST OFFICE NEW DELHI,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT | Sub Office",,,,,,,,,,,,,,TOURIST OFFICE NEW DELHI,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT",b330f2671bbc727a,a290cd4313348a3e,3,Sub Office,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT > DIRECTORATE OF TOURISM > TOURIST OFFICE NEW DELHI",rti_tamil_nadu
TN-925,b2026q3_02,TN-cdebd0841073e459,Tamil Nadu,TOURIST OFFICE TIRUCHIRAPPALLI,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT | Sub Office",,,,,,,,,,,,,,TOURIST OFFICE TIRUCHIRAPPALLI,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT",cdebd0841073e459,a290cd4313348a3e,3,Sub Office,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT > DIRECTORATE OF TOURISM > TOURIST OFFICE TIRUCHIRAPPALLI",rti_tamil_nadu
TN-926,b2026q3_02,TN-ca2281d5e9406c98,Tamil Nadu,TRANSPORT DEPARTMENT,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,TRANSPORT DEPARTMENT | Department,,,,,,,,,,,,,,TRANSPORT DEPARTMENT,TRANSPORT DEPARTMENT,ca2281d5e9406c98,displayPa,1,Department,TRANSPORT DEPARTMENT,rti_tamil_nadu
TN-927,b2026q3_02,TN-41238885bde51a16,Tamil Nadu,"METROPOLITAN TRANSPORT CORPORATION (MTC), CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA1,TRANSPORT DEPARTMENT | Head of Department,,,,,,,,,,,,,,"METROPOLITAN TRANSPORT CORPORATION (MTC), CHENNAI",TRANSPORT DEPARTMENT,41238885bde51a16,ca2281d5e9406c98,2,Head of Department,"TRANSPORT DEPARTMENT > METROPOLITAN TRANSPORT CORPORATION (MTC), CHENNAI",rti_tamil_nadu
TN-928,b2026q3_02,TN-6e75756fd212cb38,Tamil Nadu,"MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,TRANSPORT DEPARTMENT | Head of Department,,,,,,,,,,,,,,"MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI",TRANSPORT DEPARTMENT,6e75756fd212cb38,ca2281d5e9406c98,2,Head of Department,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI",rti_tamil_nadu
TN-929,b2026q3_02,TN-cb999c6d7561cedc,Tamil Nadu,"TNSTC (SALEM) LTD.,",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,TRANSPORT DEPARTMENT | Head of Department,,,,,,,,,,,,,,"TNSTC (SALEM) LTD.,",TRANSPORT DEPARTMENT,cb999c6d7561cedc,ca2281d5e9406c98,2,Head of Department,"TRANSPORT DEPARTMENT > TNSTC (SALEM) LTD.,",rti_tamil_nadu
TN-930,b2026q3_02,TN-857313ab141f292d,Tamil Nadu,TNSTC COIMBATORE (CBE)LTD.,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,TRANSPORT DEPARTMENT | Head of Department,,,,,,,,,,,,,,TNSTC COIMBATORE (CBE)LTD.,TRANSPORT DEPARTMENT,857313ab141f292d,ca2281d5e9406c98,2,Head of Department,TRANSPORT DEPARTMENT > TNSTC COIMBATORE (CBE)LTD.,rti_tamil_nadu
TN-931,b2026q3_02,TN-22e3823f30078dd4,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, CUDDALORE",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, CUDDALORE",TRANSPORT DEPARTMENT,22e3823f30078dd4,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, CUDDALORE",rti_tamil_nadu
TN-932,b2026q3_02,TN-28fc8945e3318586,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, DINDIGUL",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, DINDIGUL",TRANSPORT DEPARTMENT,28fc8945e3318586,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, DINDIGUL",rti_tamil_nadu
TN-933,b2026q3_02,TN-6071b70c2257f517,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, ERODE",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, ERODE",TRANSPORT DEPARTMENT,6071b70c2257f517,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, ERODE",rti_tamil_nadu
TN-934,b2026q3_02,TN-0080a0e035a28783,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, KANCHEEPURAM",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, KANCHEEPURAM",TRANSPORT DEPARTMENT,0080a0e035a28783,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, KANCHEEPURAM",rti_tamil_nadu
TN-935,b2026q3_02,TN-a52cedef6d2ff56f,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, NAGERCOIL",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, NAGERCOIL",TRANSPORT DEPARTMENT,a52cedef6d2ff56f,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, NAGERCOIL",rti_tamil_nadu
TN-936,b2026q3_02,TN-3127b5f7347173cc,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, OOTY",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, OOTY",TRANSPORT DEPARTMENT,3127b5f7347173cc,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, OOTY",rti_tamil_nadu
TN-937,b2026q3_02,TN-7bdf709773b3493e,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, RAMANATHAPURAM",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, RAMANATHAPURAM",TRANSPORT DEPARTMENT,7bdf709773b3493e,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, RAMANATHAPURAM",rti_tamil_nadu
TN-938,b2026q3_02,TN-b1f272d4b88862f1,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, TIRUNELVELI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, TIRUNELVELI",TRANSPORT DEPARTMENT,b1f272d4b88862f1,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, TIRUNELVELI",rti_tamil_nadu
TN-939,b2026q3_02,TN-0d41994bd55e87ef,Tamil Nadu,"GOVT. AUTOMOBILE WORKSHOP, TUTICORIN",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GOVT. AUTOMOBILE WORKSHOP, TUTICORIN",TRANSPORT DEPARTMENT,0d41994bd55e87ef,6e75756fd212cb38,3,Sub Office,"TRANSPORT DEPARTMENT > MOTOR VEHICLES MAINTENANCE DEPARTMENT, CHENNAI > GOVT. AUTOMOBILE WORKSHOP, TUTICORIN",rti_tamil_nadu
TN-940,b2026q3_02,TN-7d1dac944ce34c68,Tamil Nadu,KUMBAKONAM REGION TNSTC,rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,KUMBAKONAM REGION TNSTC,TRANSPORT DEPARTMENT,7d1dac944ce34c68,dbede776b9286936,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC(KUM) KUMBAKONAM LTD > KUMBAKONAM REGION TNSTC,rti_tamil_nadu
TN-941,b2026q3_02,TN-b7bef7e16ee2571b,Tamil Nadu,NAGAPATTINAM REGION TNSTC,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA1,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,NAGAPATTINAM REGION TNSTC,TRANSPORT DEPARTMENT,b7bef7e16ee2571b,dbede776b9286936,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC(KUM) KUMBAKONAM LTD > NAGAPATTINAM REGION TNSTC,rti_tamil_nadu
TN-942,b2026q3_02,TN-a34b96261ace5c91,Tamil Nadu,PUDUKOTTAI REGION TNSTC,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,PUDUKOTTAI REGION TNSTC,TRANSPORT DEPARTMENT,a34b96261ace5c91,dbede776b9286936,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC(KUM) KUMBAKONAM LTD > PUDUKOTTAI REGION TNSTC,rti_tamil_nadu
TN-943,b2026q3_02,TN-f8b8dae7f71c484d,Tamil Nadu,TIRUNELVELI TNSTC TIRUNELVELI REGION,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TIRUNELVELI TNSTC TIRUNELVELI REGION,TRANSPORT DEPARTMENT,f8b8dae7f71c484d,a89136d592025845,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC TIRUNELVELI (TNV) LTD > TIRUNELVELI TNSTC TIRUNELVELI REGION,rti_tamil_nadu
TN-944,b2026q3_02,TN-c47c0d971c4a5113,Tamil Nadu,TNSTC (CBE) LTD. CBE- ERODE REGION,rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC (CBE) LTD. CBE- ERODE REGION,TRANSPORT DEPARTMENT,c47c0d971c4a5113,857313ab141f292d,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC COIMBATORE (CBE)LTD. > TNSTC (CBE) LTD. CBE- ERODE REGION,rti_tamil_nadu
TN-945,b2026q3_02,TN-ef6acef8dc904d8e,Tamil Nadu,TNSTC (CBE) LTD. CBE- OOTY REGION,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC (CBE) LTD. CBE- OOTY REGION,TRANSPORT DEPARTMENT,ef6acef8dc904d8e,857313ab141f292d,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC COIMBATORE (CBE)LTD. > TNSTC (CBE) LTD. CBE- OOTY REGION,rti_tamil_nadu
TN-946,b2026q3_02,TN-763ee049eb98b361,Tamil Nadu,TNSTC (CBE) LTD. CBE- TIRUPPUR REGION,rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC (CBE) LTD. CBE- TIRUPPUR REGION,TRANSPORT DEPARTMENT,763ee049eb98b361,857313ab141f292d,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC COIMBATORE (CBE)LTD. > TNSTC (CBE) LTD. CBE- TIRUPPUR REGION,rti_tamil_nadu
TN-947,b2026q3_02,TN-88b4a9889a2721e9,Tamil Nadu,TNSTC- VILLUPURAM (KANCHIPURAM REGION),rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC- VILLUPURAM (KANCHIPURAM REGION),TRANSPORT DEPARTMENT,88b4a9889a2721e9,0e7d83920d49d0b3,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC VILLUPURAM (VPM) LTD > TNSTC- VILLUPURAM (KANCHIPURAM REGION),rti_tamil_nadu
TN-948,b2026q3_02,TN-1b8b28c2a902aa0a,Tamil Nadu,TNSTC- VILLUPURAM (TIRUVANNAMALAI REGION),rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC- VILLUPURAM (TIRUVANNAMALAI REGION),TRANSPORT DEPARTMENT,1b8b28c2a902aa0a,0e7d83920d49d0b3,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC VILLUPURAM (VPM) LTD > TNSTC- VILLUPURAM (TIRUVANNAMALAI REGION),rti_tamil_nadu
TN-949,b2026q3_02,TN-e52478d877c2c177,Tamil Nadu,TNSTC-VILLUPURAM (VILLUPURAM REGION),rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TNSTC-VILLUPURAM (VILLUPURAM REGION),TRANSPORT DEPARTMENT,e52478d877c2c177,0e7d83920d49d0b3,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC VILLUPURAM (VPM) LTD > TNSTC-VILLUPURAM (VILLUPURAM REGION),rti_tamil_nadu
TN-950,b2026q3_02,TN-461918ef346a9701,Tamil Nadu,TRICHY REGION TNSTC,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,TRICHY REGION TNSTC,TRANSPORT DEPARTMENT,461918ef346a9701,dbede776b9286936,3,Sub Office,TRANSPORT DEPARTMENT > TNSTC(KUM) KUMBAKONAM LTD > TRICHY REGION TNSTC,rti_tamil_nadu
TN-951,b2026q3_02,TN-2d4c8aeb058b795f,Tamil Nadu,VIRUDHUNAGAR REGION TNSTC,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,TRANSPORT DEPARTMENT | Sub Office,,,,,,,,,,,,,,VIRUDHUNAGAR REGION TNSTC,TRANSPORT DEPARTMENT,2d4c8aeb058b795f,88346cb1781f13fa,3,Sub Office,"TRANSPORT DEPARTMENT > TNSTC(MDU) LIMITED., MADURAI > VIRUDHUNAGAR REGION TNSTC",rti_tamil_nadu
TN-952,b2026q3_02,TN-997b6f53471740b6,Tamil Nadu,WATER RESOURCES DEPARTMENT,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,WATER RESOURCES DEPARTMENT | Department,,,,,,,,,,,,,,WATER RESOURCES DEPARTMENT,WATER RESOURCES DEPARTMENT,997b6f53471740b6,displayPa,1,Department,WATER RESOURCES DEPARTMENT,rti_tamil_nadu
TN-953,b2026q3_02,TN-072773bb9c816908,Tamil Nadu,"ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,WATER RESOURCES DEPARTMENT | Head of Department,,,,,,,,,,,,,,"ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI",WATER RESOURCES DEPARTMENT,072773bb9c816908,997b6f53471740b6,2,Head of Department,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI",rti_tamil_nadu
TN-954,b2026q3_02,TN-0b25271111c40960,Tamil Nadu,"THE CHIEF ENGINEER, WRD, MADURAI REGION, THALLAKULAM, MADURAI",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"THE CHIEF ENGINEER, WRD, MADURAI REGION, THALLAKULAM, MADURAI",WATER RESOURCES DEPARTMENT,0b25271111c40960,072773bb9c816908,3,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, MADURAI REGION, THALLAKULAM, MADURAI",rti_tamil_nadu
TN-955,b2026q3_02,TN-017d9d4a79202cdd,Tamil Nadu,"THE CHIEF ENGINEER, WRD, STATE GROUND AND SURFACE WATER RESEARCH DATA CENTRE, TARAMANI, CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"THE CHIEF ENGINEER, WRD, STATE GROUND AND SURFACE WATER RESEARCH DATA CENTRE, TARAMANI, CHENNAI",WATER RESOURCES DEPARTMENT,017d9d4a79202cdd,072773bb9c816908,3,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, STATE GROUND AND SURFACE WATER RESEARCH DATA CENTRE, TARAMANI, CHENNAI",rti_tamil_nadu
TN-956,b2026q3_02,TN-031d67160b8ad1dc,Tamil Nadu,"MINING AND MONITORING CIRCLE, WRD, CHEPAUK, CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"MINING AND MONITORING CIRCLE, WRD, CHEPAUK, CHENNAI",WATER RESOURCES DEPARTMENT,031d67160b8ad1dc,ac07e690596dffc5,4,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, CHENNAI REGION, CHEPAUK, CHENNAI > MINING AND MONITORING CIRCLE, WRD, CHEPAUK, CHENNAI",rti_tamil_nadu
TN-957,b2026q3_02,TN-10bb17bd1dc234f7,Tamil Nadu,"PROJECT CIRCLE, WRD, TIRUNELVELI",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"PROJECT CIRCLE, WRD, TIRUNELVELI",WATER RESOURCES DEPARTMENT,10bb17bd1dc234f7,0b25271111c40960,4,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, MADURAI REGION, THALLAKULAM, MADURAI > PROJECT CIRCLE, WRD, TIRUNELVELI",rti_tamil_nadu
TN-958,b2026q3_02,TN-4fb37a68573a89f9,Tamil Nadu,"QUALITY CONTROL DIVISION, WRD, TRICHY",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"QUALITY CONTROL DIVISION, WRD, TRICHY",WATER RESOURCES DEPARTMENT,4fb37a68573a89f9,ad3e70da5c04426e,4,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER/ DIRECTOR, WRD, IWSH&QC, TARAMANI, CHENNAI > QUALITY CONTROL DIVISION, WRD, TRICHY",rti_tamil_nadu
TN-959,b2026q3_02,TN-65a30eec804ea268,Tamil Nadu,"BHAVANISAGAR DAM DIVISION, WRD, BHAVANISAGAR",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"BHAVANISAGAR DAM DIVISION, WRD, BHAVANISAGAR",WATER RESOURCES DEPARTMENT,65a30eec804ea268,e7b59f252a2b92f9,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, COIMBATORE REGION, COIMBATORE > BHAVANI BASIN CIRCLE, WRD, ERODE > BHAVANISAGAR DAM DIVISION, WRD, BHAVANISAGAR",rti_tamil_nadu
TN-960,b2026q3_02,TN-51ec1bde2332db0a,Tamil Nadu,"DESIGNS DIVISION, WRD, CHEPAUK, CHENNAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"DESIGNS DIVISION, WRD, CHEPAUK, CHENNAI",WATER RESOURCES DEPARTMENT,51ec1bde2332db0a,9f15d4056143bdf7,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, DESIGN RESEARCH AND CONSTRUCTION SUPPORT, CHEPAUK, CHENNAI > DESIGNS CIRCLE, WRD, CHEPAUK, CHENNAI > DESIGNS DIVISION, WRD, CHEPAUK, CHENNAI",rti_tamil_nadu
TN-961,b2026q3_02,TN-319f851d7ae78e0c,Tamil Nadu,"GROUNDWATER DIVISION, WRD, VELLORE",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"GROUNDWATER DIVISION, WRD, VELLORE",WATER RESOURCES DEPARTMENT,319f851d7ae78e0c,ca56fcfb0ad51f1f,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, STATE GROUND AND SURFACE WATER RESEARCH DATA CENTRE, TARAMANI, CHENNAI > GROUNDWATER CIRCLE, WRD, TARAMANI, CHENNAI > GROUNDWATER DIVISION, WRD, VELLORE",rti_tamil_nadu
TN-962,b2026q3_02,TN-16f83f7c6292e5d8,Tamil Nadu,"LOWER PENNAIYAR BASIN DIVISION, WRD, VILLUPURAM",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"LOWER PENNAIYAR BASIN DIVISION, WRD, VILLUPURAM",WATER RESOURCES DEPARTMENT,16f83f7c6292e5d8,c6143fa55555696b,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, CHENNAI REGION, CHEPAUK, CHENNAI > PENNAIYAR BASIN CIRCLE, WRD, TIRUVANNAMALAI > LOWER PENNAIYAR BASIN DIVISION, WRD, VILLUPURAM",rti_tamil_nadu
TN-963,b2026q3_02,TN-bc68d2cbab2a1e2e,Tamil Nadu,"MARUDAIYARU BASIN DIVISION, WRD, ARIYALUR",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"MARUDAIYARU BASIN DIVISION, WRD, ARIYALUR",WATER RESOURCES DEPARTMENT,bc68d2cbab2a1e2e,744855b71116c6a6,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, TRICHY REGION, TRICHY > MIDDLE CAUVERY BASIN CIRCLE, WRD, TRICHY > MARUDAIYARU BASIN DIVISION, WRD, ARIYALUR",rti_tamil_nadu
TN-964,b2026q3_02,TN-5a6bb21e06c12684,Tamil Nadu,"MIDDLE PENNAIYAR BASIN DIVISION, WRD, TIRUVANNAMALAI",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,WATER RESOURCES DEPARTMENT | Sub Office,,,,,,,,,,,,,,"MIDDLE PENNAIYAR BASIN DIVISION, WRD, TIRUVANNAMALAI",WATER RESOURCES DEPARTMENT,5a6bb21e06c12684,c6143fa55555696b,5,Sub Office,"WATER RESOURCES DEPARTMENT > ENGINEER-IN-CHIEF AND CHIEF ENGINEER(G), WRD, CHEPAUK, CHENNAI > THE CHIEF ENGINEER, WRD, CHENNAI REGION, CHEPAUK, CHENNAI > PENNAIYAR BASIN CIRCLE, WRD, TIRUVANNAMALAI > MIDDLE PENNAIYAR BASIN DIVISION, WRD, TIRUVANNAMALAI",rti_tamil_nadu
